Disease,All_Symptoms
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,high_fever,blister,yellow_crust_ooze"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
disease1,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches"
disease1,"skin_rash,nodal_skin_eruptions,dischromic _patches"
disease1,"itching,nodal_skin_eruptions,dischromic _patches"
disease1,"itching,skin_rash,dischromic _patches"
disease1,"itching,skin_rash,nodal_skin_eruptions"
disease1,"skin_rash,nodal_skin_eruptions,dischromic _patches"
disease1,"itching,nodal_skin_eruptions,dischromic _patches"
disease1,"itching,skin_rash,dischromic _patches"
disease1,"itching,skin_rash,nodal_skin_eruptions"
disease1,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches"
disease2,"continuous_sneezing,shivering,chills,watering_from_eyes"
disease2,"shivering,chills,watering_from_eyes"
disease2,"continuous_sneezing,chills,watering_from_eyes"
disease2,"continuous_sneezing,shivering,watering_from_eyes"
disease2,"continuous_sneezing,shivering,chills"
disease2,"shivering,chills,watering_from_eyes"
disease2,"continuous_sneezing,chills,watering_from_eyes"
disease2,"continuous_sneezing,shivering,watering_from_eyes"
disease2,"continuous_sneezing,shivering,chills"
disease2,"continuous_sneezing,shivering,chills,watering_from_eyes"
disease3,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain"
disease3,"stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain"
disease3,"stomach_pain,acidity,vomiting,cough,chest_pain"
disease3,"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain"
disease3,"stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain"
disease3,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough"
disease3,"acidity,ulcers_on_tongue,vomiting,cough,chest_pain"
disease3,"stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain"
disease3,"stomach_pain,acidity,vomiting,cough,chest_pain"
disease3,"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain"
disease4,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes"
disease4,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes"
disease4,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain"
disease4,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease5,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination"
disease5,"itching,stomach_pain,burning_micturition,spotting_ urination"
disease5,"itching,skin_rash,burning_micturition,spotting_ urination"
disease5,"itching,skin_rash,stomach_pain,spotting_ urination"
disease5,"itching,skin_rash,stomach_pain,burning_micturition"
disease5,"skin_rash,stomach_pain,burning_micturition,spotting_ urination"
disease5,"itching,stomach_pain,burning_micturition,spotting_ urination"
disease5,"itching,skin_rash,burning_micturition,spotting_ urination"
disease5,"itching,skin_rash,stomach_pain,spotting_ urination"
disease5,"itching,skin_rash,stomach_pain,burning_micturition"
disease6,"vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
disease6,"vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching"
disease6,"indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
disease6,"vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
disease6,"vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching"
disease6,"vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching"
disease6,"vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching"
disease6,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases"
disease6,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
disease6,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
disease7,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts"
disease7,"patches_in_throat,high_fever,extra_marital_contacts"
disease7,"muscle_wasting,high_fever,extra_marital_contacts"
disease7,"muscle_wasting,patches_in_throat,extra_marital_contacts"
disease7,"muscle_wasting,patches_in_throat,high_fever"
disease7,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts"
disease7,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts"
disease7,"patches_in_throat,high_fever,extra_marital_contacts"
disease7,"muscle_wasting,high_fever,extra_marital_contacts"
disease7,"muscle_wasting,patches_in_throat,high_fever"
disease8,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease8,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease8,"weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease8,"fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease8,"fatigue,weight_loss,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease8,"fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease8,"fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease8,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria"
disease8,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,excessive_hunger,increased_appetite,polyuria"
disease8,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,increased_appetite,polyuria"
disease9,"vomiting,sunken_eyes,dehydration,diarrhoea"
disease9,"vomiting,sunken_eyes,dehydration,diarrhoea"
disease9,"sunken_eyes,dehydration,diarrhoea"
disease9,"vomiting,dehydration,diarrhoea"
disease9,"vomiting,sunken_eyes,diarrhoea"
disease9,"vomiting,sunken_eyes,dehydration"
disease9,"vomiting,sunken_eyes,dehydration,diarrhoea"
disease9,"sunken_eyes,dehydration,diarrhoea"
disease9,"vomiting,dehydration,diarrhoea"
disease9,"vomiting,sunken_eyes,diarrhoea"
disease10,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
disease10,"cough,high_fever,breathlessness,family_history,mucoid_sputum"
disease10,"fatigue,high_fever,breathlessness,family_history,mucoid_sputum"
disease10,"fatigue,cough,breathlessness,family_history,mucoid_sputum"
disease10,"fatigue,cough,high_fever,family_history,mucoid_sputum"
disease10,"fatigue,cough,high_fever,breathlessness,mucoid_sputum"
disease10,"fatigue,cough,high_fever,breathlessness,family_history"
disease10,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
disease10,"cough,high_fever,breathlessness,family_history,mucoid_sputum"
disease10,"fatigue,high_fever,breathlessness,family_history,mucoid_sputum"
disease11,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration"
disease11,"chest_pain,dizziness,loss_of_balance,lack_of_concentration"
disease11,"headache,dizziness,loss_of_balance,lack_of_concentration"
disease11,"headache,chest_pain,loss_of_balance,lack_of_concentration"
disease11,"headache,chest_pain,dizziness,lack_of_concentration"
disease11,"headache,chest_pain,dizziness,loss_of_balance"
disease11,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration"
disease11,"chest_pain,dizziness,loss_of_balance,lack_of_concentration"
disease11,"headache,dizziness,loss_of_balance,lack_of_concentration"
disease11,"headache,chest_pain,loss_of_balance,lack_of_concentration"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
disease12,"indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
disease12,"acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
disease12,"acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
disease12,"acidity,indigestion,headache,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,depression,irritability,visual_disturbances"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,irritability,visual_disturbances"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability"
disease13,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
disease13,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
disease13,"weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
disease13,"back_pain,neck_pain,dizziness,loss_of_balance"
disease13,"back_pain,weakness_in_limbs,dizziness,loss_of_balance"
disease13,"back_pain,weakness_in_limbs,neck_pain,loss_of_balance"
disease13,"back_pain,weakness_in_limbs,neck_pain,dizziness"
disease13,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
disease13,"weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
disease13,"back_pain,neck_pain,dizziness,loss_of_balance"
disease14,"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
disease14,"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
disease14,"headache,weakness_of_one_body_side,altered_sensorium"
disease14,"vomiting,weakness_of_one_body_side,altered_sensorium"
disease14,"vomiting,headache,altered_sensorium"
disease14,"vomiting,headache,weakness_of_one_body_side"
disease14,"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
disease14,"headache,weakness_of_one_body_side,altered_sensorium"
disease14,"vomiting,weakness_of_one_body_side,altered_sensorium"
disease14,"vomiting,headache,altered_sensorium"
disease15,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease15,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease15,"vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease15,"itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease15,"itching,vomiting,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease15,"itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease15,"itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain"
disease15,"itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain"
disease15,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain"
disease15,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine"
disease16,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain"
disease16,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
disease16,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
disease16,"vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
disease16,"chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
disease16,"chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain"
disease16,"chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain"
disease16,"chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain"
disease16,"chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain"
disease16,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain"
disease17,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease17,"skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease17,"itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease17,"itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease17,"itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease17,"itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease17,"itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease17,"itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease17,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,malaise,red_spots_over_body"
disease17,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,muscle_pain,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain"
disease18,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease18,"chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease18,"skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease18,"skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease19,"chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
disease19,"chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,toxic_look_(typhos),belly_pain"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos)"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
